frame.number,frame.time_relative,wlan.ta,wlan.ra
80,0.298158000,00:00:00:00:00:08,00:00:00:00:00:03
84,0.302832000,00:00:00:00:00:08,00:00:00:00:00:03
122,0.316883000,00:00:00:00:00:08,00:00:00:00:00:05
137,0.523428000,00:00:00:00:00:08,00:00:00:00:00:0c
146,0.533556000,00:00:00:00:00:08,00:00:00:00:00:04
304,1.306947000,00:00:00:00:00:08,00:00:00:00:00:03
332,1.336284000,00:00:00:00:00:08,00:00:00:00:00:04
350,1.344621000,00:00:00:00:00:08,00:00:00:00:00:04
358,1.347097000,00:00:00:00:00:08,00:00:00:00:00:03
380,1.477544000,00:00:00:00:00:08,00:00:00:00:00:0c
382,1.479103000,00:00:00:00:00:08,00:00:00:00:00:0c
388,1.486004000,00:00:00:00:00:08,00:00:00:00:00:0c
434,1.712225000,00:00:00:00:00:08,00:00:00:00:00:0c
513,2.286247000,00:00:00:00:00:08,00:00:00:00:00:0c
541,2.317863000,00:00:00:00:00:08,00:00:00:00:00:05
545,2.320023000,00:00:00:00:00:08,00:00:00:00:00:03
553,2.323954000,00:00:00:00:00:08,00:00:00:00:00:03
561,2.327305000,00:00:00:00:00:08,00:00:00:00:00:03
578,2.472120000,00:00:00:00:00:08,00:00:00:00:00:0c
580,2.473379000,00:00:00:00:00:08,00:00:00:00:00:0c
598,2.658956000,00:00:00:00:00:08,00:00:00:00:00:05
602,2.661399000,00:00:00:00:00:08,00:00:00:00:00:0c
606,2.696756000,00:00:00:00:00:08,00:00:00:00:00:0c
639,2.743086000,00:00:00:00:00:08,00:00:00:00:00:05
641,2.744232000,00:00:00:00:00:08,00:00:00:00:00:0c
672,3.470443000,00:00:00:00:00:08,00:00:00:00:00:0c
680,3.474216000,00:00:00:00:00:08,00:00:00:00:00:0c
682,3.475575000,00:00:00:00:00:08,00:00:00:00:00:0c
743,4.471959000,00:00:00:00:00:08,00:00:00:00:00:0c
749,4.474236000,00:00:00:00:00:08,00:00:00:00:00:0c
751,4.475675000,00:00:00:00:00:08,00:00:00:00:00:0c
804,5.472140000,00:00:00:00:00:08,00:00:00:00:00:0c
808,5.474616000,00:00:00:00:00:08,00:00:00:00:00:0c
810,5.475915000,00:00:00:00:00:08,00:00:00:00:00:0c
863,6.471520000,00:00:00:00:00:08,00:00:00:00:00:0c
867,6.474156000,00:00:00:00:00:08,00:00:00:00:00:0c
